440;54612;3.07;0.00;0.00;0.00;0.00;1037.55;1037.55;0.00;0.00;0.00;0.00;0.00;44330.00;44330.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;20;10;15.89;1.00;2.00;3.00;4.00;5.00;6.00;7.00;8.00;9.00;10.00;11.00;12.00;0.00;0;-113
441;54612;3.07;0.00;0.00;0.00;0.00;1037.55;1037.55;0.00;0.00;0.00;0.00;0.00;44330.00;44330.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;20;10;15.89;1.00;2.00;3.00;4.00;5.00;6.00;7.00;8.00;9.00;10.00;11.00;12.00;0.00;0;-112
442;54612;3.07;0.00;0.00;0.00;0.00;1037.55;1037.55;0.00;0.00;0.00;0.00;0.00;44330.00;44330.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;20;10;15.89;1.00;2.00;3.00;4.00;5.00;6.00;7.00;8.00;9.00;10.00;11.00;12.00;0.00;0;-114
444;54612;3.05;0.00;0.00;0.00;0.00;1037.55;1037.55;0.00;0.00;0.00;0.00;0.00;44330.00;44330.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;20;10;15.89;1.00;2.00;3.00;4.00;5.00;6.00;7.00;8.00;9.00;10.00;11.00;12.00;0.00;0;-116
446;54612;3.05;0.00;0.00;0.00;0.00;1037.55;1037.55;0.00;0.00;0.00;0.00;0.00;44330.00;44330.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;20;10;15.89;1.00;2.00;3.00;4.00;5.00;6.00;7.00;8.00;9.00;10.00;11.00;12.00;0.00;0;-113
447;54612;3.05;0.00;0.00;0.00;0.00;1037.55;1037.55;0.00;0.00;0.00;0.00;0.00;44330.00;44330.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;20;10;15.89;1.00;2.00;3.00;4.00;5.00;6.00;7.00;8.00;9.00;10.00;11.00;12.00;0.00;0;-113
448;54612;3.05;0.00;0.00;0.00;0.00;1037.55;1037.55;0.00;0.00;0.00;0.00;0.00;44330.00;44330.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;20;10;15.89;1.00;2.00;3.00;4.00;5.00;6.00;7.00;8.00;9.00;10.00;11.00;12.00;0.00;0;-115
449;54612;3.05;0.00;0.00;0.00;0.00;1037.55;1037.55;0.00;0.00;0.00;0.00;0.00;44330.00;44330.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;20;10;15.89;1.00;2.00;3.00;4.00;5.00;6.00;7.00;8.00;9.00;10.00;11.00;12.00;0.00;0;-114
450;54612;3.05;0.00;0.00;0.00;0.00;1037.55;1037.55;0.00;0.00;0.00;0.00;0.00;44330.00;44330.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;20;10;15.89;1.00;2.00;3.00;4.00;5.00;6.00;7.00;8.00;9.00;10.00;11.00;12.00;0.00;0;-111
451;54612;3.12;0.00;0.00;0.00;0.00;1037.55;1037.55;0.00;0.00;0.00;0.00;0.00;44330.00;44330.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;20;10;15.89;1.00;2.00;3.00;4.00;5.00;6.00;7.00;8.00;9.00;10.00;11.00;12.00;0.00;0;-114
